OBJECTID,FREQUENCY,state,county,tract10,block10,geoid,tip_id,Shape_Length,lengthbyfreq,area_fraction
"245","2","25","9","204200","3020","25591052042003020","609437",121.776419462955,60.8882097314775,0.417372425642807
"246","2","25","9","204200","3021","25591052042003021","609437",7.64835721816777,3.82417860908388,0.0198496837959091
"247","2","25","9","204200","3022","25591052042003022","609437",222.870187592919,111.435093796459,0.742145351314083
"248","2","25","9","204200","5000","25591052042005000","609437",476.761690408491,238.380845204246,1
"249","2","25","9","204200","5001","25591052042005001","609437",613.855022146304,306.927511073152,1
"250","2","25","9","204200","5002","25591052042005002","609437",319.760242051,159.8801210255,1
"251","2","25","9","204200","5003","25591052042005003","609437",676.267726451627,338.133863225814,0.993047911305052
"252","2","25","9","204200","5004","25591052042005004","609437",788.812449351039,394.40622467552,0.997712160439706
"253","2","25","9","204200","5005","25591052042005005","609437",294.457305956216,147.228652978108,1
"254","2","25","9","204200","5006","25591052042005006","609437",696.891076790582,348.445538395291,1
"255","2","25","9","204200","5007","25591052042005007","609437",634.302229379098,317.151114689549,1
"256","2","25","9","204200","5008","25591052042005008","609437",497.595457005059,248.79772850253,0.994146555542141
"257","2","25","9","204200","5009","25591052042005009","609437",503.772934011989,251.886467005994,1
"258","2","25","9","204200","5010","25591052042005010","609437",255.306240295959,127.653120147979,0.999894460806095
"259","2","25","9","204200","5011","25591052042005011","609437",556.761953850958,278.380976925479,0.999517370328599
"260","2","25","9","204200","5012","25591052042005012","609437",194.73163816593,97.365819082965,0.997718628199515
"261","2","25","9","204200","5013","25591052042005013","609437",560.830301581336,280.415150790668,1
"262","2","25","9","204200","5014","25591052042005014","609437",169.963829420151,84.9819147100755,0.99997994173006
"263","2","25","9","204200","5015","25591052042005015","609437",1847.36893935737,923.684469678685,0.997054478320642
"264","2","25","9","204200","5016","25591052042005016","609437",864.974734049131,432.487367024566,0.993107142071176
"265","2","25","9","204200","5017","25591052042005017","609437",133.754514517823,66.8772572589115,0.99993944441813
"266","2","25","9","204200","5018","25591052042005018","609437",112.101475307259,56.0507376536295,1
"267","2","25","9","204500","3005","25591052045003005","609437",46.4295278492347,23.2147639246174,0.0636247217510378
"268","2","25","9","204500","3006","25591052045003006","609437",84.8854880268049,42.4427440134024,0.28941756568715
"269","2","25","9","204500","3007","25591052045003007","609437",24.1454445857826,12.0727222928913,0.0365158123050426
"270","2","25","9","204500","3008","25591052045003008","609437",750.688769247721,375.34438462386,0.790015481323076
"271","2","25","9","204500","3009","25591052045003009","609437",552.736422201912,276.368211100956,0.715722712500283
"272","2","25","9","204500","3010","25591052045003010","609437",17.6600711927303,8.83003559636515,1
"273","2","25","9","204500","3011","25591052045003011","609437",33.0007581158462,16.5003790579231,0.999767170915417
"274","2","25","9","204500","3012","25591052045003012","609437",1194.59205076509,597.296025382545,1
"275","2","25","9","204500","3013","25591052045003013","609437",361.856079628981,180.92803981449,0.796132226210939
"276","2","25","9","204500","3015","25591052045003015","609437",421.547614764181,210.77380738209,0.997577161418661
"277","2","25","9","204500","3016","25591052045003016","609437",338.199994494516,169.099997247258,0.999924824945859
"278","2","25","9","204500","3017","25591052045003017","609437",156.558564105763,78.2792820528815,0.996916437689247
"279","2","25","9","204500","3018","25591052045003018","609437",569.065561301041,284.532780650521,0.999898355673262
"280","2","25","9","204500","3019","25591052045003019","609437",401.159352202698,200.579676101349,0.997924344057689
"281","2","25","9","204500","3020","25591052045003020","609437",692.331058419842,346.165529209921,1
"282","2","25","9","204500","3021","25591052045003021","609437",48.7590234135307,24.3795117067653,0.486260432906969
"283","2","25","9","204500","3022","25591052045003022","609437",3.81905926955262,1.90952963477631,0.0119762235682597
"284","2","25","9","204600","2006","25591052046002006","609437",51.3006870909066,25.6503435454533,0.0577112483325714
"285","2","25","9","204600","2007","25591052046002007","609437",1310.61502125078,655.30751062539,0.468707387561016
"286","2","25","9","204600","2008","25591052046002008","609437",190.181564983643,95.0907824918215,1
"287","2","25","9","204600","2010","25591052046002010","609437",127.348825159818,63.674412579909,0.225692207249465
"288","2","25","9","204600","2011","25591052046002011","609437",277.599435752673,138.799717876337,0.998148013604823
"289","2","25","9","204600","2012","25591052046002012","609437",125.31960961718,62.65980480859,0.717221737011193
"290","2","25","9","204600","2013","25591052046002013","609437",234.206831345297,117.103415672648,0.990456757291218
"291","2","25","9","204600","2015","25591052046002015","609437",195.594307115569,97.7971535577845,0.791093740064285
"292","2","25","9","204600","2016","25591052046002016","609437",70.7651959888363,35.3825979944181,0.230334931191656
"293","2","25","9","204600","2017","25591052046002017","609437",128.854793691538,64.427396845769,0.378700014800257
"294","2","25","9","204600","2018","25591052046002018","609437",33.3318520234727,16.6659260117363,0.173513120544959
"295","2","25","9","204600","2019","25591052046002019","609437",113.484117233643,56.7420586168215,0.956250527756998
"296","2","25","9","204600","2020","25591052046002020","609437",282.855817558285,141.427908779143,0.960556688557504
"297","2","25","9","204600","2021","25591052046002021","609437",369.024882881225,184.512441440612,0.999611495460947
"298","2","25","9","204600","2022","25591052046002022","609437",236.344954757036,118.172477378518,0.999921240148473
"299","2","25","9","204600","2023","25591052046002023","609437",303.178097429953,151.589048714977,1
"300","2","25","9","204600","2024","25591052046002024","609437",180.702533497407,90.3512667487035,1
"301","2","25","9","204600","2025","25591052046002025","609437",87.719140015641,43.8595700078205,0.959590470116607
"302","2","25","9","204600","2026","25591052046002026","609437",128.434870406037,64.2174352030185,0.985859271019779
