OID_,FREQUENCY,tip_id,geoid20,countyfp20,statefp20,tractce20,blkgrpce20,Shape_Length,Length_Freq,area_fraction,OBJECTID,geoid20_1,shape_Length_1
22,2,605313,250173821004,017,25,382100,4,2793.080412919021001,1396.540206459510046,0.174815218399015,2891,250173821004,7988.664941469296537
23,2,605313,250173821005,017,25,382100,5,11288.199703625257825,5644.099851812649831,0.603343546281264,2892,250173821005,9354.703280743318828
24,2,605313,250173822002,017,25,382200,2,6944.765687411880208,3472.382843705940104,0.415646331939601,2894,250173822002,8354.176560399730079
25,2,605313,250173822004,017,25,382200,4,6535.318092833860646,3267.659046416929868,0.249644792915093,2896,250173822004,13089.233739909366705
26,2,605313,250173825001,017,25,382500,1,9671.818755072936256,4835.909377536469947,0.476078816776631,2905,250173825001,10157.791540230246028
27,2,605313,250173825002,017,25,382500,2,4749.554850234988407,2374.777425117495113,0.126770623174548,2906,250173825002,18732.868590917270922
28,2,605313,250173825003,017,25,382500,3,9565.654166422731578,4782.827083211364879,0.306648807006431,2907,250173825003,15597.083614647983268
29,2,605313,250173825004,017,25,382500,4,1048.907137153468739,524.453568576735051,0.043131556026460,2908,250173825004,12159.393652642689631
30,2,605743,250092231001,009,25,223100,1,5155.227874039142989,2577.613937019570130,0.050181671924640,1073,250092231001,51365.644829261684208
31,2,605743,250092231003,009,25,223100,3,2841.987423433114600,1420.993711716555026,0.071901141116717,1075,250092231003,19763.159383101472486
32,2,605743,250092232001,009,25,223200,1,17410.771648368252499,8705.385824184149897,0.999434812994391,1076,250092232001,8710.308777520049262
33,2,605743,250092232002,009,25,223200,2,12355.734685624358463,6177.867342812200150,0.719689821737541,1077,250092232002,8584.069353512637463
34,2,605743,250092232003,009,25,223200,3,9234.671428413192189,4617.335714206595185,0.415649778735697,1078,250092232003,11108.716882398881353
35,2,605743,250092233002,009,25,223300,2,1791.660936208593967,895.830468104295051,0.018348372673598,1080,250092233002,48823.428869707669946
36,2,605743,250092233003,009,25,223300,3,448.789717719659961,224.394858859830009,0.018163603414570,1081,250092233003,12354.093719081563904
37,2,605857,250214123003,021,25,412300,3,5236.311328584002695,2618.155664291999983,0.184819301203576,3185,250214123003,14166.029452779552230
38,2,605857,250214123004,021,25,412300,4,1528.796005115279513,764.398002557639984,0.043662282647617,3186,250214123004,17507.055431041535485
39,2,605857,250214131001,021,25,413100,1,3883.637765508240136,1941.818882754120068,0.288395595094546,3187,250214131001,6733.178022769473500
40,2,605857,250214131007,021,25,413100,7,1764.822615857360688,882.411307928680003,0.054355654778658,3193,250214131007,16234.029587573857498
41,2,605857,250214132011,021,25,413201,1,10941.049737108060071,5470.524868554050045,0.525411124842112,3194,250214132011,10411.893867298567784
42,2,605857,250214132013,021,25,413201,3,710.921289057004742,355.460644528502485,0.020873785077427,3196,250214132013,17029.045916205406684
43,2,605857,250214132021,021,25,413202,1,573.390272970136152,286.695136485068019,0.017924874003129,3197,250214132021,15994.262299139045354
44,2,606130,250214132011,021,25,413201,1,7785.007275857366039,3892.503637928684839,0.373851643854549,3194,250214132011,10411.893867298567784
45,2,606130,250214132012,021,25,413201,2,4310.892643284976657,2155.446321642490147,0.291032641536768,3195,250214132012,7406.201277839071736
46,2,606130,250214132013,021,25,413201,3,6289.704030601260456,3144.852015300629773,0.184675761095217,3196,250214132013,17029.045916205406684
47,2,606130,250214132021,021,25,413202,1,15883.080850120699324,7941.540425060349662,0.496524333322197,3197,250214132021,15994.262299139045354
48,2,606226,250173501061,017,25,350106,1,5347.348092458766587,2673.674046229385112,0.187766293596699,2404,250173501061,14239.371694539311648
49,2,606226,250173501071,017,25,350107,1,2824.623058982077964,1412.311529491039892,0.147740848666630,2405,250173501071,9559.384166513422315
50,2,606226,250173514031,017,25,351403,1,2190.277158902916653,1095.138579451459918,0.995848312139031,2461,250173514031,1099.704208062734779
51,2,606226,250173514032,017,25,351403,2,1.130504061739938,0.565252030869970,0.000279244413746,2462,250173514032,2024.219655061777303
52,2,606226,250173514033,017,25,351403,3,682.086615440694686,341.043307720347514,0.291962335951847,2463,250173514033,1168.107203309248462
53,2,606226,250173514035,017,25,351403,5,748.022249550534411,374.011124775266978,0.652111039242020,2465,250173514035,573.539017542162696
54,2,606226,250173514041,017,25,351404,1,1195.447228715121582,597.723614357559995,0.253396723974470,2466,250173514041,2358.845074957558609
55,2,606226,250173515004,017,25,351500,4,237.178808661962876,118.589404330981495,0.018474002929751,2473,250173515004,6419.258716258180357
56,2,606226,250173521011,017,25,352101,1,8083.902699829814082,4041.951349914905222,0.548963209734869,2474,250173521011,7362.882026041489553
57,2,606226,250173521012,017,25,352101,2,2654.894374017741939,1327.447187008870060,0.681607052330551,2475,250173521012,1947.525605068294453
58,2,606226,250173521013,017,25,352101,3,2714.760655825791673,1357.380327912894927,0.439718256530063,2476,250173521013,3086.931933698518606
59,2,606226,250173521021,017,25,352102,1,852.355775506131636,426.177887753065988,0.057831739339925,2477,250173521021,7369.273216011534714
60,2,606226,250250203041,025,25,020304,1,853.401315976072738,426.700657988036482,0.204943629704574,3975,250250203041,2082.039137313627634
61,2,606226,250250203051,025,25,020305,1,3969.026205774443042,1984.513102887219929,0.196014871752337,3977,250250203051,10124.298657270408512
62,2,606226,250250301001,025,25,030100,1,119.259988252745501,59.629994126372999,0.047990366972967,3979,250250301001,1242.540907427568982
63,2,606226,250250301002,025,25,030100,2,1091.375924381537061,545.687962190770008,0.481962441538006,3980,250250301002,1132.220926695883463
64,2,606226,250250302002,025,25,030200,2,405.535791988689766,202.767895994344997,0.118566335260805,3982,250250302002,1710.164150290429006
65,2,606226,250250305001,025,25,030500,1,823.687283729975547,411.843641864988001,0.086253015817718,3990,250250305001,4774.831789480314001
66,2,606226,250250401001,025,25,040100,1,7224.133885261609976,3612.066942630804988,0.767899951259385,3993,250250401001,4703.824940614817933
67,2,606226,250250401002,025,25,040100,2,7661.325357358898145,3830.662678679449982,0.849175749320018,3994,250250401002,4511.036357016638249
68,2,606226,250250402002,025,25,040200,2,2833.212913564172140,1416.606456782084933,0.451023630058287,3996,250250402002,3140.869706979668990
69,2,606226,250250403001,025,25,040300,1,802.004060493102543,401.002030246551499,0.356158063854882,3997,250250403001,1125.910293610368171
70,2,606226,250250403002,025,25,040300,2,4695.326405211952078,2347.663202605975130,0.998880829977760,3998,250250403002,2350.293580724990989
71,2,606226,250250403003,025,25,040300,3,2071.179923631054862,1035.589961815524930,0.811278850998611,3999,250250403003,1276.490765833234946
72,2,606226,250250403004,025,25,040300,4,1940.559121073858023,970.279560536930035,0.582707715869625,4000,250250403004,1665.122211551459941
73,2,606226,250250403005,025,25,040300,5,3062.319476063080401,1531.159738031539973,0.999911926654098,4001,250250403005,1531.294604270898617
74,2,606226,250250404011,025,25,040401,1,6689.779981192998093,3344.889990596499956,0.999714817305336,4002,250250404011,3345.844167452098645
75,2,606226,250250404012,025,25,040401,2,18879.182235215586843,9439.591117607800697,0.656483981162593,4003,250250404012,14379.012113731792851
76,2,606226,250250406001,025,25,040600,1,46515.795642265024071,23257.897821132501122,0.791653556492173,4004,250250406001,29378.883768536994467
77,2,606226,250250406002,025,25,040600,2,7365.046363562946681,3682.523181781475159,0.999643061475668,4005,250250406002,3683.838085511599274
78,2,606226,250250408013,025,25,040801,3,2075.648984285318875,1037.824492142659892,0.122824070426158,4008,250250408013,8449.683262749402274
79,2,606453,250214001002,021,25,400100,2,2865.529686127581044,1432.764843063790067,0.697273252602064,3011,250214001002,2054.811134253383443
80,2,606453,250214001004,021,25,400100,4,1432.099412901015512,716.049706450510030,0.169436365633555,3013,250214001004,4226.068611499454164
81,2,606453,250214001005,021,25,400100,5,156.566168627880245,78.283084313939995,0.012236368375625,3014,250214001005,6397.574992093103901
82,2,606453,250250101031,025,25,010103,1,1240.177241488958771,620.088620744479954,0.214770300253263,3920,250250101031,2887.217739199757034
83,2,606453,250250101032,025,25,010103,2,446.329860896908883,223.164930448454498,0.305729763877548,3921,250250101032,729.941787865432957
84,2,606453,250250101041,025,25,010104,1,5216.187788450192784,2608.093894225095028,0.601997702971607,3923,250250101041,4332.398415061908054
85,2,606453,250250101042,025,25,010104,2,4158.509439866231332,2079.254719933115211,0.549691410087381,3924,250250101042,3782.585432074685741
86,2,606453,250250101043,025,25,010104,3,5097.161456594858464,2548.580728297430142,0.608386916305678,3925,250250101043,4189.078791788022500
87,2,606453,250250102041,025,25,010204,1,1829.869992161339269,914.934996080669976,0.999711877460582,3926,250250102041,915.198685449994400
88,2,606453,250250102042,025,25,010204,2,3611.945926768614299,1805.972963384305103,1.000000000000000,3927,250250102042,1805.902207540433665
89,2,606453,250250102043,025,25,010204,3,5741.211929644894553,2870.605964822445003,0.996057424851599,3928,250250102043,2881.968341584463360
90,2,606453,250250102051,025,25,010205,1,2132.453234219442038,1066.226617109720110,1.000000000000000,3929,250250102051,1065.648186672910015
91,2,606453,250250102052,025,25,010205,2,848.286589242379932,424.143294621190023,0.998472495769642,3930,250250102052,424.792166452469303
92,2,606453,250250102053,025,25,010205,3,1558.288087080905370,779.144043540454959,0.994506176657638,3931,250250102053,783.448169380931063
93,2,606453,250250102054,025,25,010205,4,1791.891388795158491,895.945694397580041,1.000000000000000,3932,250250102054,894.924459024774364
94,2,606453,250250102061,025,25,010206,1,3381.504119488527977,1690.752059744264898,0.999986322508734,3933,250250102061,1690.775185307092443
95,2,606453,250250102062,025,25,010206,2,2707.769889363502443,1353.884944681750085,0.983687549545018,3934,250250102062,1376.336363419419968
96,2,606453,250250103001,025,25,010300,1,2809.055473035934483,1404.527736517964968,0.490454707330123,3935,250250103001,2863.725672374016995
97,2,606453,250250103002,025,25,010300,2,8689.199914063630786,4344.599957031815393,0.850590533026321,3936,250250103002,5107.745487801449599
98,2,606453,250250104031,025,25,010403,1,1599.799100357917723,799.899550178959998,1.000000000000000,3937,250250104031,797.685469776218838
99,2,606453,250250104032,025,25,010403,2,1830.195871565172638,915.097935782584955,0.965924548791133,3938,250250104032,947.380348628514525
100,2,606453,250250104033,025,25,010403,3,760.420700127831424,380.210350063915484,0.924231548239188,3939,250250104033,411.379973761205008
101,2,606453,250250104041,025,25,010404,1,97.178979368459721,48.589489684229846,0.068746393999132,3940,250250104041,706.793285548089443
102,2,606453,250250104042,025,25,010404,2,339.107783116206178,169.553891558103004,0.479863882360039,3941,250250104042,353.337472960483581
103,2,606453,250250104043,025,25,010404,3,1744.077704741559955,872.038852370779978,0.998239489386495,3942,250250104043,873.576793587602765
104,2,606453,250250104044,025,25,010404,4,2060.597656339025889,1030.298828169514991,0.626752215326041,3943,250250104044,1643.869463841531115
105,2,606453,250250104051,025,25,010405,1,86.533056989954659,43.266528494977351,0.006904739254305,3944,250250104051,6266.207441215033214
106,2,606453,250250104052,025,25,010405,2,5097.072433972781255,2548.536216986390173,0.969835049234168,3945,250250104052,2627.803788900851941
107,2,606453,250250104081,025,25,010408,1,2739.183419196931936,1369.591709598465059,1.000000000000000,3947,250250104081,1369.576623896757610
108,2,606453,250250105001,025,25,010500,1,3986.170020622254015,1993.085010311124961,0.667506267214752,3948,250250105001,2985.867111971095255
109,2,606453,250250106002,025,25,010600,2,511.606219028157966,255.803109514079011,0.093156720974445,3952,250250106002,2745.943683271661939
110,2,606453,250250107011,025,25,010701,1,292.020746515539315,146.010373257769487,0.085371970214137,3954,250250107011,1710.284685846339926
111,2,606453,250250107013,025,25,010701,3,4844.040083357982439,2422.020041678989855,0.889169134718075,3956,250250107013,2723.913760734538755
112,2,606453,250250108021,025,25,010802,1,668.905035670939128,334.452517835469507,0.208920739138489,3963,250250108021,1600.858388758472074
113,2,606453,250250108022,025,25,010802,2,2904.037623380007062,1452.018811690004895,0.690240303184684,3964,250250108022,2103.642463342929659
114,2,606453,250250810015,025,25,081001,5,1493.930144905135194,746.965072452569984,0.150723403920372,4140,250250810015,4955.866527849892918
115,2,606453,250259815011,025,25,981501,1,2638.810051586711779,1319.405025793354980,0.033590629641514,4533,250259815011,39278.960825512956944
116,2,606453,250259818001,025,25,981800,1,21130.951363667689293,10565.475681833850103,0.451450400265196,4537,250259818001,23403.403066266924725
117,2,606476,250250203021,025,25,020302,1,7.804398776406243,3.902199388203120,0.002107683028704,3974,250250203021,1851.416619605367714
118,2,606476,250250203041,025,25,020304,1,2270.373685681654024,1135.186842840824966,0.545228388120266,3975,250250203041,2082.039137313627634
119,2,606476,250250203042,025,25,020304,2,4620.052409088471904,2310.026204544235043,0.873780763794946,3976,250250203042,2643.713732620398332
120,2,606476,250250203051,025,25,020305,1,1485.274666211876365,742.637333105940002,0.073351978072342,3977,250250203051,10124.298657270408512
121,2,606476,250250301001,025,25,030100,1,2485.082379409266650,1242.541189704634917,1.000000000000000,3979,250250301001,1242.540907427568982
122,2,606476,250250301002,025,25,030100,2,2264.443063127811001,1132.221531563905046,1.000000000000000,3980,250250301002,1132.220926695883463
123,2,606476,250250302001,025,25,030200,1,1677.932714641908433,838.966357320955012,1.000000000000000,3981,250250302001,838.964206293163329
124,2,606476,250250302002,025,25,030200,2,3229.472829363721303,1614.736414681859969,0.944199663177149,3982,250250302002,1710.164150290429006
125,2,606476,250250303011,025,25,030301,1,812.310970062870638,406.155485031435489,0.154588075594842,3983,250250303011,2627.340326662205371
126,2,606476,250250303012,025,25,030301,2,3219.714714098849981,1609.857357049424991,0.582724188783586,3984,250250303012,2762.640350334406776
127,2,606476,250250303021,025,25,030302,1,19576.179377843756811,9788.089688921900233,0.586586574477393,3985,250250303021,16686.521844865586900
128,2,606476,250250304001,025,25,030400,1,1376.139290073339453,688.069645036669954,0.739277285201121,3986,250250304001,930.732837070030882
129,2,606476,250250304002,025,25,030400,2,2338.308549064756789,1169.154274532379986,0.999992231998917,3987,250250304002,1169.163356594598554
130,2,606476,250250304003,025,25,030400,3,1800.720247522987847,900.360123761494947,0.777333621429156,3988,250250304003,1158.267311410192633
131,2,606476,250250304004,025,25,030400,4,3626.302510476554744,1813.151255238275098,0.819306771694303,3989,250250304004,2213.030964566218245
132,2,606476,250250305001,025,25,030500,1,7143.398282128049686,3571.699141064024843,0.748026171085864,3990,250250305001,4774.831789480314001
133,2,606476,250250305002,025,25,030500,2,2511.351546652913839,1255.675773326455101,0.861132195456339,3991,250250305002,1458.168420542025842
134,2,606476,250250305003,025,25,030500,3,1453.094812489156766,726.547406244579975,0.999999814866134,3992,250250305003,726.547540753134626
135,2,606476,250250501012,025,25,050101,2,358.394581930706636,179.197290965353488,0.068179613512468,4010,250250501012,2628.311921019969304
136,2,606476,250250501013,025,25,050101,3,1152.573130922654627,576.286565461325040,0.327085016220901,4011,250250501013,1761.886166843310093
137,2,606476,250250502001,025,25,050200,1,3718.866415416099699,1859.433207708050077,0.894055040135915,4012,250250502001,2079.774873172662410
138,2,606476,250250502002,025,25,050200,2,3977.210919674988872,1988.605459837494891,0.980993944752759,4013,250250502002,2027.133266697868521
139,2,606476,250250502003,025,25,050200,3,653.934304305313276,326.967152152656524,0.616667993366081,4014,250250502003,530.215862782024601
140,2,606476,250250502004,025,25,050200,4,941.557533895815709,470.778766947908025,0.475837960519622,4015,250250502004,989.367822680247514
141,2,606476,250250503001,025,25,050300,1,7734.449008721759128,3867.224504360880019,0.790528764135991,4016,250250503001,4891.946605621074013
142,2,606476,250250503002,025,25,050300,2,1995.080929631288882,997.540464815645009,0.755143943330916,4017,250250503002,1320.993796779362583
143,2,606476,250250503003,025,25,050300,3,3523.020448307625884,1761.510224153814988,0.849593447278285,4018,250250503003,2073.356650521366191
144,2,606476,250250504001,025,25,050400,1,3158.967631270129914,1579.483815635064957,1.000000000000000,4019,250250504001,1579.342019952635837
145,2,606476,250250504002,025,25,050400,2,3442.718557421539117,1721.359278710770013,0.986547553271873,4020,250250504002,1744.831531943796335
146,2,606476,250250505001,025,25,050500,1,4771.454427980879700,2385.727213990439850,0.944983618431246,4021,250250505001,2524.622826743760470
147,2,606476,250250505002,025,25,050500,2,2058.463716352945085,1029.231858176475043,0.298936116038151,4022,250250505002,3442.982640629231355
148,2,606476,250250506001,025,25,050600,1,4791.376922069038301,2395.688461034520060,0.810723106558963,4023,250250506001,2955.002073646072404
149,2,606476,250250506002,025,25,050600,2,5741.696858409143715,2870.848429204570039,0.999975556922568,4024,250250506002,2870.918603290288502
150,2,606476,250250507001,025,25,050700,1,3978.365582729147263,1989.182791364574996,1.000000000000000,4025,250250507001,1989.179370536970055
151,2,606476,250250507002,025,25,050700,2,3087.088054961022863,1543.544027480510067,0.975596632267956,4026,250250507002,1582.153911183815353
152,2,606476,250250507003,025,25,050700,3,3029.293390978690240,1514.646695489344893,0.535495941287011,4027,250250507003,2828.493324989613029
153,2,606476,250250509012,025,25,050901,2,101.627555978800473,50.813777989400002,0.026778452986894,4029,250250509012,1897.562118852427830
154,2,606476,250250512001,025,25,051200,1,1568.996935321460796,784.498467660729943,0.155051098543525,4038,250250512001,5059.612444090545978
155,2,606476,250250512002,025,25,051200,2,641.428024737430860,320.714012368715487,0.124086117260229,4039,250250512002,2584.608330488130377
156,2,606476,250250512003,025,25,051200,3,499.217530354754217,249.608765177376995,0.126891563278474,4040,250250512003,1967.102924168330674
157,2,606476,250250701042,025,25,070104,2,1091.783630955835179,545.891815477919977,0.044809006547867,4085,250250701042,12182.635981781335431
158,2,606476,250259813001,025,25,981300,1,79.920311948349067,39.960155974174548,0.000642335426146,4532,250259813001,62210.730325039658055
159,2,607244,250251801011,025,25,180101,1,10199.480754170606815,5099.740377085299770,0.999963853484790,4502,250251801011,5099.924721591815796
160,2,607244,250251801012,025,25,180101,2,7263.287190933692727,3631.643595466844999,0.996745105955788,4503,250251801012,3643.502811066653067
161,2,607244,250251801013,025,25,180101,3,9914.181987245603523,4957.090993622799942,0.850593109325849,4504,250251801013,5827.805256442321479
162,2,607244,250251801014,025,25,180101,4,6932.259510548359685,3466.129755274179843,0.968844867696809,4505,250251801014,3577.590046499450182
163,2,607244,250251802001,025,25,180200,1,9690.209091565797280,4845.104545782899550,0.886592296769425,4506,250251802001,5464.861992865884531
164,2,607244,250251802002,025,25,180200,2,8002.543506495503607,4001.271753247749984,1.000000000000000,4507,250251802002,3993.328116809861058
165,2,607244,250251802003,025,25,180200,3,5549.194310941239564,2774.597155470619782,0.599193785417741,4508,250251802003,4630.550621509280063
166,2,607244,250251802004,025,25,180200,4,5309.915858284599381,2654.957929142300145,0.595490934749241,4509,250251802004,4458.435509619117511
167,2,607244,250251803011,025,25,180301,1,79.232382053246312,39.616191026623149,0.014433706705928,4510,250251803011,2744.699738865588188
168,2,607244,250251804001,025,25,180400,1,3385.699899314114646,1692.849949657055049,0.275167060981957,4514,250251804001,6152.080643722332752
169,2,607244,250251804002,025,25,180400,2,845.605630228454061,422.802815114226973,0.123413895364176,4515,250251804002,3425.893120597146662
170,2,607244,250251805001,025,25,180500,1,2076.674327772052493,1038.337163886025110,0.334543652911749,4516,250251805001,3103.741932775326404
171,2,607738,250173591002,017,25,359100,2,149.499735656922468,74.749867828461007,0.005481101960910,2651,250173591002,13637.744446565287944
172,2,607738,250173591005,017,25,359100,5,5886.580300784959036,2943.290150392479973,0.242199842251679,2654,250173591005,12152.320674651844456
173,2,607738,250173593031,017,25,359303,1,12848.664628038277442,6424.332314019149635,0.495167945177831,2657,250173593031,12974.047243126662579
174,2,607738,250173593032,017,25,359303,2,1942.795001757885984,971.397500878945038,0.128564466100818,2658,250173593032,7555.723057389667702
175,2,607738,250173593033,017,25,359303,3,15410.492692065350639,7705.246346032699876,0.311322026325261,2659,250173593033,24750.084139509242959
176,2,607738,250173593034,017,25,359303,4,13.079942581061806,6.539971290530900,0.000219149874123,2660,250173593034,29842.459717091471248
177,2,607738,250173593035,017,25,359303,5,12371.361548790697270,6185.680774395350454,0.512002844681359,2661,250173593035,12081.340638341547674
178,2,607738,250173593036,017,25,359303,6,47.093135375266414,23.546567687633200,0.002518936251814,2662,250173593036,9347.821990602085862
179,2,607738,250173613001,017,25,361300,1,1437.859907051511300,718.929953525754968,0.036586739046029,2683,250173613001,19650.014520869950502
180,2,607738,250173613003,017,25,361300,3,451.507582810953068,225.753791405476505,0.007110151429991,2685,250173613003,31750.911865707599645
181,2,607738,250173613005,017,25,361300,5,862.363061630848733,431.181530815424480,0.013018958843158,2687,250173613005,33119.509479209853453
182,2,607777,250173542001,017,25,354200,1,3144.553007029328000,1572.276503514664910,0.252952534857970,2527,250173542001,6215.697756883428156
183,2,607777,250173542002,017,25,354200,2,2469.666368831573891,1234.833184415784899,0.058345980171813,2528,250173542002,21163.980462398980308
184,2,607777,250173543001,017,25,354300,1,3990.042531783377854,1995.021265891690064,0.708284966231931,2530,250173543001,2816.692942821002362
185,2,607777,250173543002,017,25,354300,2,2781.866288165085280,1390.933144082544914,0.355847216523864,2531,250173543002,3908.793098538292270
186,2,607777,250173543003,017,25,354300,3,8942.251610384500964,4471.125805192249572,0.370713965789699,2532,250173543003,12060.850730745480178
187,2,607777,250173573001,017,25,357300,1,34.156362318599932,17.078181159299952,0.003032905603889,2607,250173573001,5630.963633487910556
188,2,607777,250173573002,017,25,357300,2,5397.962835703870951,2698.981417851935021,0.515327595610227,2608,250173573002,5237.409059485607941
189,2,607777,250173573003,017,25,357300,3,2002.015372719277593,1001.007686359640047,0.312237515152452,2609,250173573003,3205.917411528498633
190,2,607777,250173574001,017,25,357400,1,772.611622725986649,386.305811362993495,0.092185374459773,2610,250173574001,4190.532539753001402
191,2,607777,250173701031,017,25,370103,1,3858.758668421434777,1929.379334210714887,0.451137262519063,2798,250173701031,4276.701337941867678
192,2,607777,250173701032,017,25,370103,2,9006.522278852227828,4503.261139426114823,0.999975155645923,2799,250173701032,4503.373022820034748
193,2,607777,250173701033,017,25,370103,3,4365.471286444579164,2182.735643222290037,0.453330686177820,2800,250173701033,4814.886152150100315
194,2,607777,250173702011,017,25,370201,1,5753.345188629789845,2876.672594314894923,0.636001316578717,2803,250173702011,4523.060753693969673
195,2,607777,250173702012,017,25,370201,2,8802.778425071766833,4401.389212535885235,0.995339908381527,2804,250173702012,4421.996119589707632
196,2,607777,250173702013,017,25,370201,3,13665.073175132412871,6832.536587566200069,0.995928553999608,2805,250173702013,6860.468615069839871
197,2,607777,250173702021,017,25,370202,1,7457.234096817065620,3728.617048408535084,0.880597668363865,2806,250173702021,4234.189099474047907
198,2,607777,250173702023,017,25,370202,3,1603.308886021905437,801.654443010954992,0.172089071972619,2808,250173702023,4658.369260881986520
199,2,607777,250173702024,017,25,370202,4,73.712431732072318,36.856215866036152,0.006486139438654,2809,250173702024,5682.303967501943589
200,2,607777,250173703011,017,25,370301,1,5869.050282821588553,2934.525141410795186,0.835562631640234,2810,250173703011,3512.034921487858355
201,2,607777,250173703012,017,25,370301,2,7625.880929532453592,3812.940464766224977,1.000000000000000,2811,250173703012,3812.375315864223921
202,2,607777,250173703013,017,25,370301,3,17735.722859500965569,8867.861429750499155,0.436968934015382,2812,250173703013,20294.031770776527992
203,2,607777,250173703014,017,25,370301,4,4056.299456547212685,2028.149728273604978,1.000000000000000,2813,250173703014,2028.008396679166253
204,2,607777,250173703015,017,25,370301,5,4511.561119074396629,2255.780559537200133,0.998255418651923,2814,250173703015,2259.722829837960035
205,2,607777,250173703021,017,25,370302,1,220.547131170600750,110.273565585300503,0.014967909071516,2815,250173703021,7367.332675420359919
206,2,607777,250173703022,017,25,370302,2,6079.867243715298173,3039.933621857649996,0.301133262272018,2816,250173703022,10094.977880961039773
207,2,607777,250173704011,017,25,370401,1,8940.265161882656685,4470.132580941330161,0.994272547424274,2817,250173704011,4495.882534946267697
208,2,607777,250173704012,017,25,370401,2,13782.614636049685942,6891.307318024850247,0.918048488564856,2818,250173704012,7506.474226429715600
209,2,607777,250173704021,017,25,370402,1,1765.393197266789912,882.696598633394956,0.123038744000283,2819,250173704021,7174.135316525685994
210,2,607777,250173704022,017,25,370402,2,8057.612320632237243,4028.806160316119986,0.871460658777798,2820,250173704022,4623.049956112100517
211,2,607777,250173704031,017,25,370403,1,3215.690708422441276,1607.845354211219956,0.565935178586172,2821,250173704031,2841.041545125302946
212,2,607777,250173704032,017,25,370403,2,3845.584421210186065,1922.792210605095079,0.297941675021016,2822,250173704032,6453.585959297144655
213,2,607899,250214021013,021,25,402101,3,193.352493525672060,96.676246762836001,0.005017154284490,3056,250214021013,19269.139691736483655
214,2,607899,250214021021,021,25,402102,1,9943.613125908465008,4971.806562954235233,0.535228429051714,3057,250214021021,9289.130197667176617
215,2,607899,250214021022,021,25,402102,2,8630.798837594804354,4315.399418797400358,0.665662717910009,3058,250214021022,6482.861819791451126
216,2,607899,250214021023,021,25,402102,3,20440.152964308017545,10220.076482153999677,0.878297373868146,3059,250214021023,11636.237094895708651
217,2,607899,250214022001,021,25,402200,1,901.514959266383812,450.757479633192020,0.075850919827898,3060,250214022001,5942.676511450859834
218,2,607899,250214024001,021,25,402400,1,1439.652228302621097,719.826114151309980,0.048344739179145,3065,250214024001,14889.440430817929155
